id,slug,name,country,region,timezone,lat,lng,population
guatire,guatire,Guatire,VE,,America/Caracas,10.47,-66.54,227666
tanjungpinang,tanjungpinang,Tanjung Pinang,ID,,Asia/Jakarta,0.92,104.46,227663
hougangnewtown,hougangnewtown,Hougang New Town,SG,,Asia/Singapore,1.36,103.89,227560
batonrouge,batonrouge,Baton Rouge,US,,America/Chicago,30.44,-91.19,227470
setelagoas,setelagoas,Sete Lagoas,BR,,America/Sao_Paulo,-19.47,-44.25,227397
sosnowiec,sosnowiec,Sosnowiec,PL,,Europe/Warsaw,50.29,19.1,227295
diezdeoctubre,diezdeoctubre,Diez de Octubre,CU,,America/Havana,23.09,-82.36,227293
turkistan,turkistan,Turkistan,KZ,,Asia/Almaty,43.29,68.26,227098
klerksdorp,klerksdorp,Klerksdorp,ZA,,Africa/Johannesburg,-26.85,26.67,227039
upperwestside,upperwestside,Upper West Side,US,,America/New_York,40.79,-73.98,226989
staryyoskol,staryyoskol,Staryy Oskol,RU,,Europe/Moscow,51.3,37.85,226977
ageo,ageo,Ageo,JP,,Asia/Tokyo,35.97,139.61,226940
gusau,gusau,Gusau,NG,,Africa/Lagos,12.17,6.66,226857
neueneustadt,neueneustadt,Neue Neustadt,DE,,Europe/Berlin,52.15,11.63,226851
kamyanske,kamyanske,Kamyanske,UA,Dnipropetrovsk,Europe/Kyiv,48.52,34.61,226845
ashdod,ashdod,Ashdod,IL,,Asia/Jerusalem,31.79,34.65,226838
radom,radom,Radom,PL,,Europe/Warsaw,51.4,21.15,226794
payaterubong,payaterubong,Paya Terubong,MY,,Asia/Kuala_Lumpur,5.37,100.28,226712
richmond,richmond,Richmond,US,Virginia,America/New_York,37.55,-77.46,226610
changhua,changhua,Chang-hua,TW,Taiwan,Asia/Taipei,24.07,120.56,226564
changhua_tw_taiwan,changhua_tw_taiwan,Changhua,TW,Taiwan,Asia/Taipei,24.07,120.55,226564
gjienban,gjienban,Điện Bàn,VN,,Asia/Ho_Chi_Minh,15.89,108.25,226564
takarazuka,takarazuka,Takarazuka,JP,,Asia/Tokyo,34.8,135.36,226432
nzerekore,nzerekore,Nzérékoré,GN,,Africa/Conakry,7.76,-8.82,226426
regina,regina,Regina,CA,,America/Regina,50.45,-104.62,226404
camau,camau,Cà Mau,VN,,Asia/Ho_Chi_Minh,9.18,105.15,226372
shrirampur,shrirampur,Shrīrāmpur,IN,West Bengal,Asia/Kolkata,22.75,88.34,226317
fendou,fendou,Fendou,CN,Heilongjiang,Asia/Shanghai,46.64,124.86,226298
pangkalpinang,pangkalpinang,Pangkalpinang,ID,,Asia/Jakarta,-2.13,106.11,226297
huanggang_cn_guangdong,huanggang_cn_guangdong,Huanggang,CN,Guangdong,Asia/Shanghai,23.68,117,225956
quthbullapur,quthbullapur,Quthbullapur,IN,,Asia/Kolkata,17.5,78.46,225816
mubi,mubi,Mubi,NG,,Africa/Lagos,10.27,13.27,225705
rioverde,rioverde,Rio Verde,BR,,America/Sao_Paulo,-17.8,-50.93,225696
aguaslindasdegoias,aguaslindasdegoias,Águas Lindas de Goiás,BR,,America/Sao_Paulo,-15.76,-48.28,225693
presidenteprudente,presidenteprudente,Presidente Prudente,BR,,America/Sao_Paulo,-22.13,-51.39,225668
varamin,varamin,Varāmīn,IR,,Asia/Tehran,35.32,51.65,225628
sector1,sector1,Sector 1,RO,,Europe/Bucharest,44.49,26.05,225453
batu,batu,Batu,ID,,Asia/Jakarta,-7.87,112.53,225408
somersetwest,somersetwest,Somerset West,ZA,,Africa/Johannesburg,-34.08,18.82,225289
luton,luton,Luton,GB,,Europe/London,51.88,-0.42,225262
ternopil,ternopil,Ternopil,UA,,Europe/Kyiv,49.55,25.59,225238
juazeirodonorte,juazeirodonorte,Juazeiro do Norte,BR,,America/Fortaleza,-7.21,-39.32,225230
bitung,bitung,Bitung,ID,,Asia/Makassar,1.44,125.13,225134
mymensingh,mymensingh,Mymensingh,BD,,Asia/Dhaka,24.76,90.41,225126
blagoveshchensk,blagoveshchensk,Blagoveshchensk,RU,Amur Oblast,Asia/Yakutsk,50.28,127.53,225091
nadiad,nadiad,Nadiād,IN,,Asia/Kolkata,22.69,72.86,225071
kumba,kumba,Kumba,CM,,Africa/Douala,4.64,9.45,225046
kosice,kosice,Košice,SK,,Europe/Bratislava,48.71,21.26,225044
kremenchuk,kremenchuk,Kremenchuk,UA,,Europe/Kyiv,49.06,33.4,224997
jingling,jingling,Jingling,CN,Hubei,Asia/Shanghai,30.65,113.1,224871
nagercoil,nagercoil,Nāgercoil,IN,,Asia/Kolkata,8.18,77.43,224849
sucre,sucre,Sucre,BO,,America/La_Paz,-19.03,-65.26,224838
mutare,mutare,Mutare,ZW,,Africa/Harare,-18.97,32.67,224802
ota_jp_gunma,ota_jp_gunma,Ōta,JP,Gunma,Asia/Tokyo,36.3,139.37,224358
karawalnagar,karawalnagar,Karāwalnagar,IN,,Asia/Kolkata,28.73,77.27,224281
puertovallarta,puertovallarta,Puerto Vallarta,MX,,America/Mexico_City,20.62,-105.23,224166
minamirinkan,minamirinkan,Minamirinkan,JP,,Asia/Tokyo,35.5,139.44,224015
cork,cork,Cork,IE,,Europe/Dublin,51.9,-8.47,224004
atsugi,atsugi,Atsugi,JP,,Asia/Tokyo,35.44,139.37,223960
heihe,heihe,Heihe,CN,Heilongjiang,Asia/Shanghai,50.24,127.49,223832
mango,mango,Mango,IN,,Asia/Kolkata,22.83,86.22,223805
paramaribo,paramaribo,Paramaribo,SR,,America/Paramaribo,5.87,-55.17,223757
klungkung,klungkung,Klungkung,ID,,Asia/Makassar,-8.53,115.4,223720
narayanganj,narayanganj,Narayanganj,BD,,Asia/Dhaka,23.61,90.5,223622
niavalencia,niavalencia,NIA Valencia,PH,,Asia/Manila,7.91,125.09,223620
tongchuanshi,tongchuanshi,Tongchuanshi,CN,,Asia/Shanghai,35.07,109.08,223603
concepcion,concepcion,Concepción,CL,,America/Santiago,-36.83,-73.05,223574
ramadi,ramadi,Ramadi,IQ,,Asia/Baghdad,33.42,43.31,223500
paradise,paradise,Paradise,US,Nevada,America/Los_Angeles,36.1,-115.15,223167
tacoma,tacoma,Tacoma,US,,America/Los_Angeles,47.25,-122.44,222906
mainz,mainz,Mainz,DE,,Europe/Berlin,49.98,8.28,222889
velikiynovgorod,velikiynovgorod,Velikiy Novgorod,RU,,Europe/Moscow,58.52,31.27,222868
sungaibuloh,sungaibuloh,Sungai Buloh,MY,,Asia/Kuala_Lumpur,3.21,101.56,222858
puertoprincesa,puertoprincesa,Puerto Princesa,PH,,Asia/Manila,9.74,118.74,222673
xintai,xintai,Xintai,CN,,Asia/Shanghai,35.9,117.75,222459
eltigre,eltigre,El Tigre,VE,,America/Caracas,8.89,-64.25,222450
haeju,haeju,Haeju,KP,,Asia/Pyongyang,38.04,125.71,222396
formosa,formosa,Formosa,AR,,America/Argentina/Cordoba,-26.18,-58.17,222226
ikire,ikire,Ikire,NG,,Africa/Lagos,7.37,4.19,222160
laceiba,laceiba,La Ceiba,HN,Atlantida Department,America/Tegucigalpa,15.76,-86.78,222055
tilburg,tilburg,Tilburg,NL,,Europe/Amsterdam,51.56,5.09,221947
badinh,badinh,Ba Dinh,VN,,Asia/Bangkok,21.04,105.83,221893
murwara,murwara,Murwāra,IN,,Asia/Kolkata,23.84,80.39,221883
moshi,moshi,Moshi,TZ,,Africa/Dar_es_Salaam,-3.35,37.33,221733
kanchipuram,kanchipuram,Kanchipuram,IN,,Asia/Kolkata,12.84,79.7,221715
sousse,sousse,Sousse,TN,,Africa/Tunis,35.83,10.64,221715
tulua,tulua,Tuluá,CO,,America/Bogota,4.08,-76.2,221684
soyo,soyo,Soyo,AO,,Africa/Luanda,-6.13,12.37,221555
soctrang,soctrang,Sóc Trăng,VN,,Asia/Ho_Chi_Minh,9.6,105.97,221430
kankan,kankan,Kankan,GN,,Africa/Conakry,10.39,-9.31,221428
shakhty,shakhty,Shakhty,RU,,Europe/Moscow,47.72,40.22,221312
mbarara,mbarara,Mbarara,UG,,Africa/Kampala,-0.6,30.65,221300
olongapo,olongapo,Olongapo,PH,,Asia/Manila,14.83,120.28,221178
ibarra,ibarra,Ibarra,EC,,America/Guayaquil,0.35,-78.12,221149
banjaluka,banjaluka,Banja Luka,BA,,Europe/Sarajevo,44.78,17.21,221106
rufisqueest,rufisqueest,Rufisque est,SN,,Africa/Dakar,14.72,-17.27,221066
neyshabur,neyshabur,Neyshābūr,IR,,Asia/Tehran,36.21,58.8,220929
saveh,saveh,Sāveh,IR,,Asia/Tehran,35.02,50.36,220762
wuxue,wuxue,Wuxue,CN,,Asia/Shanghai,29.85,115.55,220661
chilinh,chilinh,Chí Linh,VN,,Asia/Ho_Chi_Minh,21.07,106.32,220421
campeche,campeche,Campeche,MX,Campeche,America/Merida,19.84,-90.52,220389
quanba,quanba,Quận Ba,VN,,Asia/Ho_Chi_Minh,10.77,106.69,220375
singrauli,singrauli,Singrauli,IN,,Asia/Kolkata,24.2,82.68,220257
fuencarralelpardo,fuencarralelpardo,Fuencarral-El Pardo,ES,,Europe/Madrid,40.5,-3.73,220085
shevchenkivskyi,shevchenkivskyi,Shevchenkivskyi,UA,Kyiv City,Europe/Kyiv,50.46,30.47,220077
mirzapur,mirzapur,Mirzāpur,IN,,Asia/Kolkata,25.14,82.57,220029
oviedo,oviedo,Oviedo,ES,,Europe/Madrid,43.36,-5.84,220027
bandarserialam,bandarserialam,Bandar Seri Alam,MY,,Asia/Kuala_Lumpur,1.5,103.88,220000
sorong,sorong,Sorong,ID,,Asia/Jayapura,-0.88,131.26,219958
messina,messina,Messina,IT,,Europe/Rome,38.19,15.55,219948
dehiwalamountlavinia,dehiwalamountlavinia,Dehiwala-Mount Lavinia,LK,,Asia/Colombo,6.84,79.87,219827
kropyvnytskyi,kropyvnytskyi,Kropyvnytskyi,UA,,Europe/Kyiv,48.51,32.27,219676
kharagpur,kharagpur,Kharagpur,IN,West Bengal,Asia/Kolkata,22.34,87.33,219665
kabinda,kabinda,Kabinda,CD,,Africa/Lubumbashi,-6.14,24.48,219396
jacobabad,jacobabad,Jacobabad,PK,,Asia/Karachi,28.28,68.44,219315
tunduma,tunduma,Tunduma,TZ,,Africa/Dar_es_Salaam,-9.3,32.77,219309
binangonan,binangonan,Binangonan,PH,,Asia/Manila,14.46,121.19,219204
oberhausen,oberhausen,Oberhausen,DE,North Rhine-Westphalia,Europe/Berlin,51.48,6.86,219176
chonburi,chonburi,Chon Buri,TH,,Asia/Bangkok,13.36,100.98,219164
santaluzia,santaluzia,Santa Luzia,BR,Minas Gerais,America/Sao_Paulo,-19.77,-43.85,219132
prokopyevsk,prokopyevsk,Prokop’yevsk,RU,,Asia/Novokuznetsk,53.92,86.72,219000
samambaia,samambaia,Samambaia,BR,,America/Sao_Paulo,-15.88,-48.1,218840
erfurt,erfurt,Erfurt,DE,,Europe/Berlin,50.98,11.04,218793
esmeraldas,esmeraldas,Esmeraldas,EC,,America/Guayaquil,0.96,-79.65,218727
terrassa,terrassa,Terrassa,ES,,Europe/Madrid,41.57,2.02,218535
barking,barking,Barking,GB,,Europe/London,51.53,0.08,218534
wuhai,wuhai,Wuhai,CN,,Asia/Shanghai,39.68,106.82,218427
imperatriz,imperatriz,Imperatriz,BR,,America/Fortaleza,-5.53,-47.49,218106
koutiala,koutiala,Koutiala,ML,,Africa/Bamako,12.39,-5.47,218031
eluru,eluru,Eluru,IN,,Asia/Kolkata,16.71,81.1,218020
raniganj,raniganj,Rāniganj,IN,Telangana,Asia/Kolkata,17.43,78.49,217910
sanpedrodemacoris,sanpedrodemacoris,San Pedro de Macorís,DO,,America/Santo_Domingo,18.45,-69.31,217899
galati,galati,Galaţi,RO,,Europe/Bucharest,45.44,28.05,217851
badalona,badalona,Badalona,ES,,Europe/Madrid,41.45,2.25,217741
mokotow,mokotow,Mokotów,PL,,Europe/Warsaw,52.19,21.03,217683
taiping,taiping,Taiping,MY,,Asia/Kuala_Lumpur,4.85,100.73,217647
yintai,yintai,Yintai,CN,,Asia/Shanghai,35.12,109.1,217509
yamunanagar,yamunanagar,Yamuna Nagar,IN,,Asia/Kolkata,30.13,77.28,217071
cabodesantoagostinho,cabodesantoagostinho,Cabo de Santo Agostinho,BR,,America/Recife,-8.29,-35.03,216969
arakawa,arakawa,Arakawa,JP,,Asia/Tokyo,35.74,139.78,216900
jamaica,jamaica,Jamaica,US,New York,America/New_York,40.69,-73.81,216866
buenavista,buenavista,Buenavista,MX,Mexico,America/Mexico_City,19.61,-99.17,216776
gilgit,gilgit,Gilgit,PK,,Asia/Karachi,35.92,74.31,216760
rybinsk,rybinsk,Rybinsk,RU,,Europe/Moscow,58.05,38.84,216724
santarosa,santarosa,Santa Rosa,PH,Calabarzon,Asia/Manila,14.31,121.11,216650
trondheim,trondheim,Trondheim,NO,,Europe/Oslo,63.43,10.4,216518
raurkelaindustrialtownship,raurkelaindustrialtownship,Raurkela Industrial Township,IN,,Asia/Kolkata,22.2,84.86,216410
porlamar,porlamar,Porlamar,VE,,America/Caracas,10.96,-63.87,216234
sanbernardino,sanbernardino,San Bernardino,US,,America/Los_Angeles,34.11,-117.29,216108
ciudadacuna,ciudadacuna,Ciudad Acuña,MX,,America/Matamoros,29.32,-100.95,216099
oulu,oulu,Oulu,FI,,Europe/Helsinki,65.01,25.47,216066
sinop,sinop,Sinop,BR,,America/Cuiaba,-11.86,-55.5,216029
bidar,bidar,Bidar,IN,,Asia/Kolkata,17.91,77.52,216020
vykhinozhulebino,vykhinozhulebino,Vykhino-Zhulebino,RU,,Europe/Moscow,55.7,37.81,216000
lutsk,lutsk,Lutsk,UA,,Europe/Kyiv,50.76,25.35,215986
laceiba_hn_atlantidadepartment,laceiba_hn_atlantidadepartment,La Ceiba,HN,Atlantida Department,America/Tegucigalpa,15.77,-86.83,215973
sancristobaldelascasas,sancristobaldelascasas,San Cristóbal de las Casas,MX,,America/Merida,16.73,-92.64,215874
zelenograd,zelenograd,Zelenograd,RU,,Europe/Moscow,55.98,37.18,215727
archway,archway,Archway,GB,,Europe/London,51.57,-0.13,215667
wangsamaju,wangsamaju,Wangsa Maju,MY,,Asia/Kuala_Lumpur,3.2,101.74,215600
saltlakecity,saltlakecity,Salt Lake City,US,,America/Denver,40.76,-111.89,215548
biysk,biysk,Biysk,RU,,Asia/Barnaul,52.53,85.2,215430
novisad,novisad,Novi Sad,RS,,Europe/Belgrade,45.25,19.84,215400
jinzhou_cn_liaoning,jinzhou_cn_liaoning,Jinzhou,CN,Liaoning,Asia/Shanghai,39.1,121.72,215386
jiutepec,jiutepec,Jiutepec,MX,,America/Mexico_City,18.88,-99.18,215357
longgang,longgang,Longgang,CN,Guangdong,Asia/Shanghai,22.72,114.26,215273
monclova,monclova,Monclova,MX,,America/Monterrey,26.91,-101.42,215271
tanan,tanan,Tân An,VN,,Asia/Ho_Chi_Minh,10.54,106.41,215250
maonshan,maonshan,Ma On Shan,HK,,Asia/Hong_Kong,22.41,114.24,215200
commonwealth,commonwealth,Commonwealth,PH,,Asia/Manila,14.7,121.08,215034
huntsville,huntsville,Huntsville,US,Alabama,America/Chicago,34.73,-86.59,215006
jabaquara,jabaquara,Jabaquara,BR,,America/Sao_Paulo,-23.65,-46.65,214958
ziguinchor,ziguinchor,Ziguinchor,SN,,Africa/Dakar,12.57,-16.27,214874
kulob,kulob,Kŭlob,TJ,,Asia/Dushanbe,37.91,69.78,214700
citeureup,citeureup,Citeureup,ID,West Java,Asia/Jakarta,-6.49,106.88,214668
centralniy,centralniy,Centralniy,RU,,Europe/Moscow,59.93,30.36,214625
sadec,sadec,Sa Dec,VN,,Asia/Ho_Chi_Minh,10.29,105.76,214610
kure,kure,Kure,JP,,Asia/Tokyo,34.23,132.57,214592
shagamu,shagamu,Shagamu,NG,,Africa/Lagos,6.85,3.65,214558
bneibrak,bneibrak,Bnei Brak,IL,,Asia/Jerusalem,32.08,34.83,214444
khouribga,khouribga,Khouribga,MA,,Africa/Casablanca,32.88,-6.91,214241
yingtan,yingtan,Yingtan,CN,Jiangxi,Asia/Shanghai,28.23,117,214229
desmoines,desmoines,Des Moines,US,Iowa,America/Chicago,41.6,-93.61,214133
marcory,marcory,Marcory,CI,,Africa/Abidjan,5.31,-3.99,214061
cartagena_es,cartagena_es,Cartagena,ES,,Europe/Madrid,37.6,-0.98,213943
quevedo,quevedo,Quevedo,EC,,America/Guayaquil,-1.03,-79.46,213842
oakville,oakville,Oakville,CA,,America/Toronto,43.45,-79.68,213759
pasuruan,pasuruan,Pasuruan,ID,East Java,Asia/Jakarta,-7.65,112.91,213469
nazarabad,nazarabad,Naz̧arābād,IR,,Asia/Tehran,35.95,50.61,213388
munger,munger,Munger,IN,,Asia/Kolkata,25.37,86.47,213303
jacarei,jacarei,Jacareí,BR,,America/Sao_Paulo,-23.31,-45.97,213110
jerezdelafrontera,jerezdelafrontera,Jerez de la Frontera,ES,,Europe/Madrid,36.69,-6.14,212879
eljadida,eljadida,El Jadida,MA,,Africa/Casablanca,33.26,-8.51,212863
zitong,zitong,Zitong,CN,Chongqing,Asia/Shanghai,30.18,105.83,212819
loajanan,loajanan,Loa Janan,ID,,Asia/Makassar,-0.58,117.1,212816
targumures,targumures,Târgu Mureş,RO,,Europe/Bucharest,46.54,24.56,212752
fontana,fontana,Fontana,US,California,America/Los_Angeles,34.09,-117.44,212704
rancagua,rancagua,Rancagua,CL,,America/Santiago,-34.17,-70.74,212695
zhubei,zhubei,Zhubei,TW,,Asia/Taipei,24.84,121.01,212695
mallawi,mallawi,Mallawī,EG,,Africa/Cairo,27.73,30.84,212628
capecoast,capecoast,Cape Coast,GH,,Africa/Accra,5.11,-1.25,212426
bukitmertajam,bukitmertajam,Bukit Mertajam,MY,,Asia/Kuala_Lumpur,5.36,100.47,212329
lipacity,lipacity,Lipa City,PH,,Asia/Manila,13.94,121.16,212287
luebeck,luebeck,Lübeck,DE,,Europe/Berlin,53.87,10.69,212207
luojiang,luojiang,Luojiang,CN,Sichuan,Asia/Shanghai,31.3,104.5,212186
sepang,sepang,Sepang,MY,,Asia/Kuala_Lumpur,2.69,101.75,212050
coban,coban,Cobán,GT,,America/Guatemala,15.47,-90.37,212047
marica,marica,Maricá,BR,,America/Sao_Paulo,-22.92,-42.82,211986
caolanh,caolanh,Cao Lãnh,VN,,Asia/Ho_Chi_Minh,10.46,105.63,211912
isesaki,isesaki,Isesaki,JP,,Asia/Tokyo,36.32,139.2,211850
sabadell,sabadell,Sabadell,ES,,Europe/Madrid,41.54,2.11,211734
jaragua,jaragua,Jaraguá,BR,Sao Paulo,America/Sao_Paulo,-23.44,-46.74,211610
taito,taito,Taito,JP,,Asia/Tokyo,35.71,139.78,211444
nandyal,nandyal,Nandyāl,IN,,Asia/Kolkata,15.48,78.48,211424
santacruzdetenerife,santacruzdetenerife,Santa Cruz de Tenerife,ES,,Atlantic/Canary,28.47,-16.25,211359
panchkula,panchkula,Panchkula,IN,,Asia/Kolkata,30.69,76.85,211355
esenyurt,esenyurt,Esenyurt,TR,Istanbul,Europe/Istanbul,41.03,28.68,211330
modesto,modesto,Modesto,US,,America/Los_Angeles,37.64,-121,211266
panabo,panabo,Panabo,PH,,Asia/Manila,7.31,125.68,211242
lijiang,lijiang,Lijiang,CN,Yunnan,Asia/Shanghai,26.87,100.22,211151
konibodom,konibodom,Konibodom,TJ,,Asia/Dushanbe,40.29,70.43,211100
hailar,hailar,Hailar,CN,,Asia/Shanghai,49.2,119.7,211066
itaquera,itaquera,Itaquera,BR,,America/Sao_Paulo,-23.53,-46.44,210960
kabankalan,kabankalan,Kabankalan,PH,,Asia/Manila,9.98,122.81,210893
burhanpur,burhanpur,Burhānpur,IN,,Asia/Kolkata,21.31,76.23,210886
abha,abha,Abha,SA,,Asia/Riyadh,18.22,42.51,210886
ternate,ternate,Ternate,ID,,Asia/Jayapura,0.79,127.38,210836
burgas,burgas,Burgas,BG,,Europe/Sofia,42.51,27.47,210646
pskov,pskov,Pskov,RU,,Europe/Moscow,57.82,28.33,210501
morvi,morvi,Morvi,IN,,Asia/Kolkata,22.82,70.84,210451
daliang,daliang,Daliang,CN,Guangdong,Asia/Shanghai,22.84,113.25,210411
quilicura,quilicura,Quilicura,CL,,America/Santiago,-33.37,-70.71,210410
benimellal,benimellal,Beni Mellal,MA,,Africa/Casablanca,32.34,-6.35,210397
ashuganjcity,ashuganjcity,Ashuganj City,BD,,Asia/Dhaka,24.04,91.01,210356
sidibelabbes,sidibelabbes,Sidi Bel Abbes,DZ,,Africa/Algiers,35.19,-0.63,210146
arroyonaranjo,arroyonaranjo,Arroyo Naranjo,CU,,America/Havana,23.04,-82.38,210053
jebelali,jebelali,Jebel Ali,AE,,Asia/Dubai,25,55.11,210000
bogra,bogra,Bogra,BD,,Asia/Dhaka,24.85,89.37,210000
kostanay,kostanay,Kostanay,KZ,,Asia/Qostanay,53.21,63.62,210000
richmond_ca_britishcolumbia,richmond_ca_britishcolumbia,Richmond,CA,British Columbia,America/Vancouver,49.17,-123.14,209937
rochester,rochester,Rochester,US,New York,America/New_York,43.15,-77.62,209802
banjar,banjar,Banjar,ID,West Java,Asia/Jakarta,-7.2,107.43,209791
kanggye,kanggye,Kanggye,KP,,Asia/Pyongyang,40.97,126.59,209530
chungju,chungju,Chungju,KR,,Asia/Seoul,36.98,127.93,209483
anand,anand,Anand,IN,,Asia/Kolkata,22.55,72.96,209410
saoleopoldo,saoleopoldo,São Leopoldo,BR,,America/Sao_Paulo,-29.76,-51.15,209229
bade,bade,Bade,TW,,Asia/Taipei,24.93,121.28,209148
luziania,luziania,Luziânia,BR,,America/Sao_Paulo,-16.25,-47.95,209129
oruro,oruro,Oruro,BO,,America/La_Paz,-17.97,-67.09,208684
bachuan,bachuan,Bachuan,CN,,Asia/Shanghai,29.85,106.05,208520
laromana,laromana,La Romana,DO,,America/Santo_Domingo,18.42,-68.97,208437
shashamane,shashamane,Shashamane,ET,,Africa/Addis_Ababa,7.2,38.6,208400
hangu,hangu,Hangu,CN,,Asia/Shanghai,39.25,117.79,208369
ongole,ongole,Ongole,IN,,Asia/Kolkata,15.5,80.04,208344
pamplona,pamplona,Pamplona,ES,,Europe/Madrid,42.82,-1.64,208243
maryvale,maryvale,Maryvale,US,,America/Phoenix,33.5,-112.18,208189
gangneung,gangneung,Gangneung,KR,,Asia/Seoul,37.75,128.87,208161
portsmouth,portsmouth,Portsmouth,GB,,Europe/London,50.8,-1.09,208100
gandajika,gandajika,Gandajika,CD,,Africa/Lubumbashi,-6.75,23.95,208051
gunan,gunan,Gunan,CN,,Asia/Shanghai,29.02,106.65,208010
phanrangthapcham,phanrangthapcham,Phan Rang-Tháp Chàm,VN,,Asia/Ho_Chi_Minh,11.56,108.99,207998
ciputat,ciputat,Ciputat,ID,,Asia/Jakarta,-6.24,106.7,207858
kasangati,kasangati,Kasangati,UG,,Africa/Kampala,0.44,32.6,207800
arlington_us_virginia,arlington_us_virginia,Arlington,US,Virginia,America/New_York,38.88,-77.1,207627
bishoftu,bishoftu,Bishoftu,ET,,Africa/Addis_Ababa,8.75,38.98,207400
nishitokyoshi,nishitokyoshi,Nishi-Tokyo-shi,JP,,Asia/Tokyo,35.73,139.54,207388
bobruysk,bobruysk,Bobruysk,BY,,Europe/Minsk,53.15,29.21,207351
changamchon,changamchon,Changam-ch’on,KP,,Asia/Pyongyang,40.61,128.78,207299
bilatserkva,bilatserkva,Bila Tserkva,UA,Kyiv Oblast,Europe/Kyiv,49.8,30.13,207273
oxnard,oxnard,Oxnard,US,,America/Los_Angeles,34.2,-119.18,207254
ciampea,ciampea,Ciampea,ID,,Asia/Jakarta,-6.55,106.7,207212
hurghada,hurghada,Hurghada,EG,,Africa/Cairo,27.26,33.81,207132
mostoles,mostoles,Móstoles,ES,,Europe/Madrid,40.32,-3.86,207095
columbus_us_georgia,columbus_us_georgia,Columbus,US,Georgia,America/New_York,32.46,-84.99,206922
mantilla,mantilla,Mantilla,CU,,America/Havana,23.07,-82.34,206918
dosquebradas,dosquebradas,Dosquebradas,CO,,America/Bogota,4.84,-75.67,206693
toledo_ph,toledo_ph,Toledo,PH,,Asia/Manila,10.38,123.64,206692
turku,turku,Turku,FI,,Europe/Helsinki,60.45,22.27,206655
worcester,worcester,Worcester,US,Massachusetts,America/New_York,42.26,-71.8,206518
pagadian,pagadian,Pagadian,PH,,Asia/Manila,7.83,123.44,206483
epworth,epworth,Epworth,ZW,,Africa/Harare,-17.89,31.15,206368
sanfelipe,sanfelipe,San Felipe,VE,,America/Caracas,10.34,-68.74,206270
dinajpur,dinajpur,Dinajpur,BD,,Asia/Dhaka,25.63,88.64,206234
hosapete,hosapete,Hosapete,IN,,Asia/Kolkata,15.27,76.39,206167
vietyen,vietyen,Việt Yên,VN,,Asia/Ho_Chi_Minh,21.27,106.13,205900
ifakara,ifakara,Ifakara,TZ,,Africa/Dar_es_Salaam,-8.13,36.68,205843
sumbe,sumbe,Sumbe,AO,,Africa/Luanda,-11.21,13.84,205832
segou,segou,Ségou,ML,,Africa/Bamako,13.44,-6.26,205787
kontum,kontum,Kon Tum,VN,,Asia/Ho_Chi_Minh,14.35,108.01,205762
itabuna,itabuna,Itabuna,BR,,America/Bahia,-14.79,-39.28,205660
latacunga,latacunga,Latacunga,EC,,America/Guayaquil,-0.93,-78.62,205624
nangloijat,nangloijat,Nāngloi Jāt,IN,,Asia/Kolkata,28.68,77.07,205596
kishiwada,kishiwada,Kishiwada,JP,,Asia/Tokyo,34.47,135.37,205561
jinghong,jinghong,Jinghong,CN,,Asia/Shanghai,22,100.77,205523
mdantsane,mdantsane,Mdantsane,ZA,,Africa/Johannesburg,-32.93,27.78,205504
gorontalo,gorontalo,Gorontalo,ID,,Asia/Makassar,0.54,123.06,205390
itaimpaulista,itaimpaulista,Itaim Paulista,BR,,America/Sao_Paulo,-23.5,-46.39,205295
saocarlos,saocarlos,São Carlos,BR,Sao Paulo,America/Sao_Paulo,-22.02,-47.89,205035
qaemshahr,qaemshahr,Qā’em Shahr,IR,Mazandaran,Asia/Tehran,36.46,52.86,204953
shikarpur,shikarpur,Shikarpur,PK,,Asia/Karachi,27.96,68.64,204938
gongheyong,gongheyong,Gongheyong,CN,,Asia/Shanghai,22.76,113.79,204881
linz,linz,Linz,AT,,Europe/Vienna,48.31,14.29,204846
dhangadhi,dhangadhi,Dhangaḍhi̇̄,NP,,Asia/Kathmandu,28.7,80.59,204788
nanchuan,nanchuan,Nanchuan,CN,,Asia/Shanghai,29.15,107.1,204775
cordoba_mx,cordoba_mx,Córdoba,MX,,America/Mexico_City,18.88,-96.93,204721
bishan,bishan,Bishan,CN,Chongqing,Asia/Shanghai,29.59,106.22,204702
biskra,biskra,Biskra,DZ,,Africa/Algiers,34.85,5.73,204661
xizhi,xizhi,Xizhi,TW,,Asia/Taipei,25.07,121.66,204619
gaoping,gaoping,Gaoping,CN,Sichuan,Asia/Shanghai,30.78,106.1,204368
trieste,trieste,Trieste,IT,,Europe/Rome,45.65,13.78,204338
mpanda,mpanda,Mpanda,TZ,,Africa/Dar_es_Salaam,-6.34,31.07,204338
morenovalley,morenovalley,Moreno Valley,US,,America/Los_Angeles,33.94,-117.23,204198
secunderabad,secunderabad,Secunderabad,IN,,Asia/Kolkata,17.5,78.54,204182
punggol,punggol,Punggol,SG,,Asia/Singapore,1.41,103.91,204150
sodo,sodo,Sodo,ET,,Africa/Addis_Ababa,6.86,37.76,204100
zliten,zliten,Zliten,LY,,Africa/Tripoli,32.47,14.57,203790
padua,padua,Padua,IT,,Europe/Rome,45.41,11.89,203725
karnaphuli,karnaphuli,Karnaphuli,BD,,Asia/Dhaka,22.69,92.23,203697
lastunas,lastunas,Las Tunas,CU,,America/Havana,20.96,-76.95,203684
